FEATURE,Anatomical,Functional,Clinical,Non-Specific,Classification
discriminate,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
discriminated,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
discriminating,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
discrimination,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
discrimination task,0.0,1.0,0.0,0.0,Functional
discriminative,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
discuss,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
discussed,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
disease,0.0,0.0,0.7777777777777778,0.2222222222222222,Clinical
disease ad,0.0,0.0,0.8888888888888888,0.1111111111111111,Clinical
disease pd,0.0,0.0,0.8888888888888888,0.1111111111111111,Clinical
diseases,0.0,0.0,0.7777777777777778,0.2222222222222222,Clinical
disgust,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
disorder,0.0,0.1111111111111111,0.7777777777777778,0.1111111111111111,Clinical
disorder adhd,0.0,0.1111111111111111,0.8888888888888888,0.0,Clinical
disorder mdd,0.0,0.1111111111111111,0.8888888888888888,0.0,Clinical
disorder ptsd,0.0,0.1111111111111111,0.8888888888888888,0.0,Clinical
disorders,0.0,0.1111111111111111,0.7777777777777778,0.1111111111111111,Clinical
display,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
displayed,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
displays,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
disrupted,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,Non-Specific
disruption,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,Non-Specific
dissociable,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
dissociate,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
dissociated,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
dissociation,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
dissociations,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
distance,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
distinction,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
distinguish,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
distinguished,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
distraction,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
distractor,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
distractors,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
distress,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
distributed,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
distributed network,0.3333333333333333,0.1111111111111111,0.0,0.5555555555555556,Non-Specific
distribution,0.0,0.0,0.0,1.0,Non-Specific
disturbances,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
disturbed,0.0,0.3333333333333333,0.1111111111111111,0.5555555555555556,Non-Specific
divergent,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
diverse,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,Non-Specific
divided,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
dlpfc,1.0,0.0,0.0,0.0,Anatomical
dmn,0.3333333333333333,0.5555555555555556,0.0,0.1111111111111111,Functional
dmpfc,1.0,0.0,0.0,0.0,Anatomical
documented,0.0,0.0,0.0,1.0,Non-Specific
does,0.0,0.0,0.1111111111111111,0.8888888888888888,Non-Specific
domain,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
domain general,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
domains,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
dominance,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
dominant,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
dopamine,0.1111111111111111,0.4444444444444444,0.0,0.4444444444444444,Functional
dopaminergic,0.1111111111111111,0.4444444444444444,0.0,0.4444444444444444,Functional
dorsal,0.7777777777777778,0.0,0.0,0.2222222222222222,Anatomical
dorsal anterior,0.8888888888888888,0.0,0.0,0.1111111111111111,Anatomical
dorsal attention,0.4444444444444444,0.5555555555555556,0.0,0.0,Functional
dorsal medial,0.8888888888888888,0.0,0.0,0.1111111111111111,Anatomical
dorsal premotor,0.8888888888888888,0.1111111111111111,0.0,0.0,Anatomical
dorsal striatum,1.0,0.0,0.0,0.0,Anatomical
dorsal ventral,0.8888888888888888,0.0,0.0,0.1111111111111111,Anatomical
dorsolateral,0.8888888888888888,0.0,0.0,0.1111111111111111,Anatomical
dorsolateral pfc,1.0,0.0,0.0,0.0,Anatomical
dorsolateral prefrontal,1.0,0.0,0.0,0.0,Anatomical
dorsomedial,0.8888888888888888,0.0,0.0,0.1111111111111111,Anatomical
dorsomedial prefrontal,1.0,0.0,0.0,0.0,Anatomical
dose,0.0,0.0,0.3333333333333333,0.6666666666666666,Non-Specific
dot,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
double,0.0,0.0,0.0,1.0,Non-Specific
double blind,0.0,0.0,0.1111111111111111,0.8888888888888888,Non-Specific
drive,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
driven,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
driving,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
drug,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,Clinical
drugs,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,Clinical
dti,0.3333333333333333,0.0,0.0,0.6666666666666666,Non-Specific
dual,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
duration,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
dynamic,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
dynamic causal,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
dynamically,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
dynamics,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
dysfunction,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,Non-Specific
dysfunctional,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,Non-Specific
dysfunctions,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,Non-Specific
dyslexia,0.0,0.1111111111111111,0.8888888888888888,0.0,Clinical
dysregulation,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,Functional
earlier,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
early,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
early stage,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,Non-Specific
early stages,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,Non-Specific
early visual,0.1111111111111111,0.5555555555555556,0.0,0.3333333333333333,Functional
easy,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
eating,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
echo,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
economic,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
education,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
eeg,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
effect,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
effective,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
effective connectivity,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
effectively,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
effects,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
efficacy,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
efficiency,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
efficient,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
effort,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
effortful,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
eighteen,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,Non-Specific
elderly,0.0,0.0,0.6666666666666666,0.3333333333333333,Clinical
electrical,0.0,0.0,0.0,1.0,Non-Specific
electroencephalography,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
electroencephalography eeg,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
electrophysiological,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
elements,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
elevated,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
elicit,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
elicited,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
elicits,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
elucidate,0.0,0.0,0.0,1.0,Non-Specific
elucidated,0.0,0.0,0.0,1.0,Non-Specific
embedded,0.0,0.0,0.0,1.0,Non-Specific
emerge,0.0,0.0,0.0,1.0,Non-Specific
emerged,0.0,0.0,0.0,1.0,Non-Specific
emerging,0.0,0.0,0.0,1.0,Non-Specific
emission,0.0,0.0,0.0,1.0,Non-Specific
emission tomography,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
emotion,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
emotion regulation,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
emotional,0.0,0.7777777777777778,0.0,0.1111111111111111,Functional
emotional faces,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
emotional information,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
emotional neutral,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
emotional responses,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
emotional stimuli,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
emotional valence,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
emotionally,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
emotions,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
empathic,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
empathy,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
emphasize,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
empirical,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
employed,0.0,0.0,0.0,1.0,Non-Specific
employing,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
enable,0.0,0.0,0.0,1.0,Non-Specific
enabled,0.0,0.0,0.0,1.0,Non-Specific
enables,0.0,0.0,0.0,1.0,Non-Specific
encode,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
encoded,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
encoding,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
encoding retrieval,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
encompassing,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
end,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
endogenous,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,Non-Specific
engage,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
engaged,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
engagement,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
engages,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
engaging,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
english,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,Non-Specific
enhance,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
enhancement,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
enhances,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
enhancing,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
entire,0.0,0.0,0.0,1.0,Non-Specific
environment,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
environmental,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
environments,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
epilepsy,0.0,0.1111111111111111,0.8888888888888888,0.0,Clinical
episode,0.0,0.3333333333333333,0.1111111111111111,0.5555555555555556,Non-Specific
episodes,0.0,0.3333333333333333,0.1111111111111111,0.5555555555555556,Non-Specific
episodic,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
episodic memory,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
equal,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
equally,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
equation,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
equivalent,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
erp,0.1111111111111111,0.2222222222222222,0.0,0.6666666666666666,Non-Specific
erps,0.1111111111111111,0.2222222222222222,0.0,0.6666666666666666,Non-Specific
error,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
errors,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
especially,0.0,0.0,0.0,1.0,Non-Specific
essential,0.0,0.0,0.0,1.0,Non-Specific
establish,0.0,0.0,0.0,1.0,Non-Specific
established,0.0,0.0,0.0,1.0,Non-Specific
estimate,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
estimated,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
estimates,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
estimation,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
et,0.0,0.0,0.1111111111111111,0.8888888888888888,Non-Specific
et al,0.0,0.0,0.1111111111111111,0.8888888888888888,Non-Specific
evaluate,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
evaluated,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
evaluating,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
evaluation,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
evaluations,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
event,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
event design,0.0,0.0,0.0,1.0,Non-Specific
event functional,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
event potential,0.1111111111111111,0.2222222222222222,0.0,0.6666666666666666,Non-Specific
event potentials,0.1111111111111111,0.2222222222222222,0.0,0.6666666666666666,Non-Specific
events,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
everyday,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
everyday life,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
evidence,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
evidence suggests,0.0,0.0,0.0,1.0,Non-Specific
evidenced,0.0,0.0,0.0,1.0,Non-Specific
evident,0.0,0.0,0.0,1.0,Non-Specific
evoke,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
evoked,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
evolution,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
exact,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
examination,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
examines,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
examining,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
example,0.0,0.0,0.0,1.0,Non-Specific
excessive,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
exclusively,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
executed,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
execution,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
executive,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
executive control,0.0,1.0,0.0,0.0,Functional
executive function,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
executive functions,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
exert,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
exhibit,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
exhibited,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
exhibited greater,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
exhibiting,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
exist,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
existence,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
existing,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
exists,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
expectancy,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
expectation,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
expectations,0.0,0.6666666666666666,0.0,0.2222222222222222,Functional
expected,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
experience,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
experienced,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
experiences,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
experiencing,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
experiment,0.0,0.0,0.0,1.0,Non-Specific
experimental,0.0,0.0,0.0,1.0,Non-Specific
experimental conditions,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,Non-Specific
experimentally,0.0,0.0,0.0,1.0,Non-Specific
experiments,0.0,0.0,0.0,1.0,Non-Specific
expertise,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
explain,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
explained,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
explanation,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
explicit,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
explicitly,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
exploration,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
exploratory,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
explore,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
explored,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
exploring,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
exposed,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
exposure,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
expressed,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
expression,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
expressions,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
extend,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
extended,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
extending,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
extends,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
extension,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
extensive,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
extensively,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
extent,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
external,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
externally,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
extinction,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
extra,0.0,0.0,0.0,1.0,Non-Specific
extract,0.0,0.0,0.0,1.0,Non-Specific
extracted,0.0,0.0,0.0,1.0,Non-Specific
extrastriate,0.8888888888888888,0.0,0.0,0.1111111111111111,Anatomical
extrastriate visual,0.8888888888888888,0.0,0.0,0.1111111111111111,Anatomical
eye,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,Anatomical
eye field,0.7777777777777778,0.2222222222222222,0.0,0.0,Anatomical
eye fields,0.6666666666666666,0.2222222222222222,0.0,0.0,Anatomical
eye movement,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
eye movements,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
eyes,0.3333333333333333,0.4444444444444444,0.0,0.2222222222222222,Functional
fa,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
face,0.1111111111111111,0.6666666666666666,0.0,0.2222222222222222,Functional
face ffa,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,Anatomical
face recognition,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
face stimuli,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
faces,0.1111111111111111,0.6666666666666666,0.0,0.2222222222222222,Functional
facial,0.1111111111111111,0.6666666666666666,0.0,0.2222222222222222,Functional
facial expression,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
facial expressions,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
facilitate,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
facilitated,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
facilitates,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
facilitation,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
fact,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
factor,0.0,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
factorial,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
factorial design,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
factors,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
failed,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
failure,0.0,0.4444444444444444,0.0,0.4444444444444444,Functional
familiar,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
familiarity,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
family,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,Non-Specific
far,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
fasciculus,0.8888888888888888,0.0,0.0,0.1111111111111111,Anatomical
fashion,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
fast,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
faster,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
favor,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
fc,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
fear,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
fearful,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
fearful faces,0.0,0.8888888888888888,0.0,0.1111111111111111,Functional
feature,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
features,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
feedback,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
feeling,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
feelings,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
female,0.0,0.1111111111111111,0.5555555555555556,0.3333333333333333,Clinical
females,0.0,0.0,0.5555555555555556,0.4444444444444444,Clinical
fewer,0.0,0.0,0.0,1.0,Non-Specific
ffa,0.7777777777777778,0.2222222222222222,0.0,0.0,Anatomical
fiber,0.2222222222222222,0.0,0.0,0.7777777777777778,Non-Specific
field,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
fields,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
final,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
finally,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
fine,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
finger,0.1111111111111111,0.5555555555555556,0.0,0.3333333333333333,Functional
finger movements,0.0,1.0,0.0,0.0,Functional
finger tapping,0.0,1.0,0.0,0.0,Functional
fixation,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
fixed,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
flexibility,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
flexible,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
flexibly,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
flow,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
fluctuation,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
fluctuations,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
fluency,0.0,0.7777777777777778,0.0,0.2222222222222222,Functional
focal,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,Non-Specific
foci,0.2222222222222222,0.0,0.0,0.7777777777777778,Non-Specific
focus,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
focused,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
focusing,0.0,0.6666666666666666,0.0,0.3333333333333333,Functional
follow,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
followed,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
following,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
food,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
foot,0.1111111111111111,0.6666666666666666,0.0,0.2222222222222222,Functional
force,0.0,0.5555555555555556,0.0,0.4444444444444444,Functional
form,0.0,0.4444444444444444,0.0,0.5555555555555556,Non-Specific
formation,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
formed,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
forming,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
forms,0.0,0.2222222222222222,0.0,0.7777777777777778,Non-Specific
forward,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
fourteen,0.0,0.1111111111111111,0.0,0.8888888888888888,Non-Specific
fractional,0.0,0.0,0.0,1.0,Non-Specific
fractional anisotropy,0.2222222222222222,0.0,0.0,0.7777777777777778,Non-Specific
framework,0.0,0.0,0.0,1.0,Non-Specific
free,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
frequencies,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,Non-Specific
frequency,0.1111111111111111,0.2222222222222222,0.0,0.6666666666666666,Non-Specific
frequency fluctuations,0.1111111111111111,0.2222222222222222,0.0,0.6666666666666666,Non-Specific
frequent,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
frequently,0.0,0.3333333333333333,0.0,0.6666666666666666,Non-Specific
frontal,0.6666666666666666,0.0,0.0,0.3333333333333333,Anatomical
frontal cortex,1.0,0.0,0.0,0.0,Anatomical
frontal cortices,1.0,0.0,0.0,0.0,Anatomical
frontal eye,0.8888888888888888,0.1111111111111111,0.0,0.0,Anatomical
frontal gyri,0.8888888888888888,0.0,0.0,0.0,Anatomical
frontal gyrus,1.0,0.0,0.0,0.0,Anatomical
frontal lobe,1.0,0.0,0.0,0.0,Anatomical
frontal lobes,1.0,0.0,0.0,0.0,Anatomical
frontal operculum,1.0,0.0,0.0,0.0,Anatomical
frontal parietal,1.0,0.0,0.0,0.0,Anatomical
frontal temporal,1.0,0.0,0.0,0.0,Anatomical
fronto,0.8888888888888888,0.1111111111111111,0.0,0.0,Anatomical
fronto parietal,0.8888888888888888,0.1111111111111111,0.0,0.0,Anatomical
fronto striatal,0.8888888888888888,0.1111111111111111,0.0,0.0,Anatomical
fronto temporal,0.8888888888888888,0.1111111111111111,0.0,0.0,Anatomical
frontoparietal,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,Anatomical
frontoparietal network,0.6666666666666666,0.2222222222222222,0.0,0.1111111111111111,Anatomical
frontopolar,0.8888888888888888,0.1111111111111111,0.0,0.0,Anatomical
frontotemporal,0.8888888888888888,0.1111111111111111,0.0,0.0,Anatomical
fully,0.1111111111111111,0.0,0.0,0.8888888888888888,Non-Specific
